"name1","name2","similarity"
"Santorum, Richard J.", "Lessig, Lawrence", "0.666666666667"
"Santorum, Richard J.", "Johnson, Gary", "2.0"
"O'Malley, Martin Joseph", "Jindal, Bobby", "3.0"
"O'Malley, Martin Joseph", "Sanders, Bernard", "0.818181818182"
"O'Malley, Martin Joseph", "Pataki, George E.", "2.09090909091"
"O'Malley, Martin Joseph", "Perry, James R. (Rick)", "3.0"
"O'Malley, Martin Joseph", "Bush, Jeb", "2.18181818182"
"O'Malley, Martin Joseph", "Trump, Donald J.", "3.09090909091"
"O'Malley, Martin Joseph", "Stein, Jill", "3.0"
"O'Malley, Martin Joseph", "Walker, Scott", "2.88888888889"
"O'Malley, Martin Joseph", "Christie, Christopher J.", "2.72727272727"
"O'Malley, Martin Joseph", "Kasich, John R.", "2.72727272727"
"O'Malley, Martin Joseph", "Gilmore, James S IIII", "3.25"
"O'Malley, Martin Joseph", "Lessig, Lawrence", "2.0"
"O'Malley, Martin Joseph", "Johnson, Gary", "2.0"
"Jindal, Bobby", "Sanders, Bernard", "3.55555555556"
"Jindal, Bobby", "Pataki, George E.", "1.55555555556"
"Jindal, Bobby", "Perry, James R. (Rick)", "0.888888888889"
"Jindal, Bobby", "Bush, Jeb", "1.22222222222"
"Jindal, Bobby", "Trump, Donald J.", "0.666666666667"
"Jindal, Bobby", "Stein, Jill", "0.0"
"Jindal, Bobby", "Walker, Scott", "1.22222222222"
"Jindal, Bobby", "Christie, Christopher J.", "1.22222222222"
"Jindal, Bobby", "Kasich, John R.", "1.0"
"Jindal, Bobby", "Gilmore, James S IIII", "0.333333333333"
"Jindal, Bobby", "Lessig, Lawrence", "1.83333333333"
"Jindal, Bobby", "Johnson, Gary", "1.0"
"Sanders, Bernard", "Pataki, George E.", "2.90909090909"
"Sanders, Bernard", "Perry, James R. (Rick)", "3.55555555556"
"Sanders, Bernard", "Bush, Jeb", "3.0"
"Sanders, Bernard", "Trump, Donald J.", "3.90909090909"
"Sanders, Bernard", "Stein, Jill", "4.0"
"Sanders, Bernard", "Walker, Scott", "3.44444444444"
"Sanders, Bernard", "Christie, Christopher J.", "3.54545454545"
"Sanders, Bernard", "Kasich, John R.", "3.54545454545"
"Sanders, Bernard", "Gilmore, James S IIII", "4.0"
"Sanders, Bernard", "Lessig, Lawrence", "2.16666666667"
"Sanders, Bernard", "Johnson, Gary", "3.0"
"Pataki, George E.", "Perry, James R. (Rick)", "0.888888888889"
"Pataki, George E.", "Bush, Jeb", "0.818181818182"
"Pataki, George E.", "Trump, Donald J.", "1.18181818182"
"Pataki, George E.", "Stein, Jill", "1.0"
"Pataki, George E.", "Walker, Scott", "1.0"
"Pataki, George E.", "Christie, Christopher J.", "0.818181818182"
"Pataki, George E.", "Kasich, John R.", "1.0"
"Pataki, George E.", "Gilmore, James S IIII", "1.0"
"Pataki, George E.", "Lessig, Lawrence", "2.16666666667"
"Pataki, George E.", "Johnson, Gary", "0.0"
"Perry, James R. (Rick)", "Bush, Jeb", "1.0"
"Perry, James R. (Rick)", "Trump, Donald J.", "0.888888888889"
"Perry, James R. (Rick)", "Stein, Jill", "1.0"
"Perry, James R. (Rick)", "Walker, Scott", "0.333333333333"
"Perry, James R. (Rick)", "Christie, Christopher J.", "0.555555555556"
"Perry, James R. (Rick)", "Kasich, John R.", "0.777777777778"
"Perry, James R. (Rick)", "Gilmore, James S IIII", "0.333333333333"
"Perry, James R. (Rick)", "Lessig, Lawrence", "1.33333333333"
"Perry, James R. (Rick)", "Johnson, Gary", "0.0"
"Bush, Jeb", "Trump, Donald J.", "1.27272727273"
"Bush, Jeb", "Stein, Jill", "0.0"
"Bush, Jeb", "Walker, Scott", "1.33333333333"
"Bush, Jeb", "Christie, Christopher J.", "1.09090909091"
"Bush, Jeb", "Kasich, John R.", "1.45454545455"
"Bush, Jeb", "Gilmore, James S IIII", "1.0"
"Bush, Jeb", "Lessig, Lawrence", "1.66666666667"
"Bush, Jeb", "Johnson, Gary", "1.0"
"Trump, Donald J.", "Stein, Jill", "0.0"
"Trump, Donald J.", "Walker, Scott", "1.22222222222"
"Trump, Donald J.", "Christie, Christopher J.", "1.27272727273"
"Trump, Donald J.", "Kasich, John R.", "0.909090909091"
"Trump, Donald J.", "Gilmore, James S IIII", "0.75"
"Trump, Donald J.", "Lessig, Lawrence", "2.5"
"Trump, Donald J.", "Johnson, Gary", "1.0"
"Stein, Jill", "Walker, Scott", "2.0"
"Stein, Jill", "Christie, Christopher J.", "1.0"
"Stein, Jill", "Kasich, John R.", "1.0"
"Stein, Jill", "Lessig, Lawrence", "2.0"
"Stein, Jill", "Johnson, Gary", "1.0"
"Walker, Scott", "Christie, Christopher J.", "0.444444444444"
"Walker, Scott", "Kasich, John R.", "0.888888888889"
"Walker, Scott", "Gilmore, James S IIII", "0.333333333333"
"Walker, Scott", "Lessig, Lawrence", "1.16666666667"
"Walker, Scott", "Johnson, Gary", "1.0"
"Christie, Christopher J.", "Kasich, John R.", "0.909090909091"
"Christie, Christopher J.", "Gilmore, James S IIII", "1.0"
"Christie, Christopher J.", "Lessig, Lawrence", "1.33333333333"
"Christie, Christopher J.", "Johnson, Gary", "0.0"
"Kasich, John R.", "Gilmore, James S IIII", "1.25"
"Kasich, John R.", "Lessig, Lawrence", "1.83333333333"
"Kasich, John R.", "Johnson, Gary", "0.0"
"Gilmore, James S IIII", "Lessig, Lawrence", "4.0"
"Lessig, Lawrence", "Johnson, Gary", "1.0"
